"Series.Code","Indicator.Name","Long.definition","Percent.Video","Percent.Total"
"DT.INT.OFFT.PRVG.CD","PRVG, official creditors (INT, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.597701149425287,0.62962962962963
"DT.TDS.OFFT.PRVG.CD","PRVG, official creditors (TDS, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",0.597701149425287,0.62962962962963
"DT.AMT.PRVT.PRVG.CD","PRVG, private creditors (AMT, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.597701149425287,0.585185185185185
"DT.INT.PRVT.PRVG.CD","PRVG, private creditors (INT, current US$)","Private sector guaranteed by Public Sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.597701149425287,0.585185185185185
"fin33.2014.d","Paid school fees (% age 15+)","The percentage of respondents who report personally making regular payments for school fees in the past year.",0.591836734693878,0.452830188679245
"fin33.2014.d.1","Paid school fees, female (% age 15+)","The percentage of respondents who report personally making regular payments for school fees in the past year, female (% age 15+)",0.591836734693878,0.452830188679245
"fin33.2014.d.2","Paid school fees, male (% age 15+)","The percentage of respondents who report personally making regular payments for school fees in the past year, male (% age 15+)",0.591836734693878,0.452830188679245
"SH.STA.SMSS.UR.ZS","People using safely managed sanitation services, urban (% of urban population)","The percentage of people using improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite. Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.",0.591836734693878,0.582706766917293
"CM.MKT.LCAP.CD","Market capitalization of listed domestic companies (current US$)","Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.",0.591836734693878,0.518796992481203
"CM.MKT.LCAP.GD.ZS","Market capitalization of listed domestic companies (% of GDP)","Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values.",0.591836734693878,0.518796992481203
"CM.MKT.TRAD.CD","Stocks traded, total value (current US$)","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.",0.591836734693878,0.530075187969925
"CM.MKT.TRAD.GD.ZS","Stocks traded, total value (% of GDP)","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values.",0.591836734693878,0.530075187969925
"DT.DOD.MWBG.CD","IBRD loans and IDA credits (DOD, current US$)","IBRD loans and IDA credits are public and publicly guaranteed debt extended by the World Bank Group. The International Bank for Reconstruction and Development (IBRD) lends at market rates. Credits from the International Development Association (IDA) are at concessional rates. Data are in current U.S. dollars.",0.591836734693878,0.503759398496241
"DT.TDS.DECT.GN.ZS","Total debt service (% of GNI)","Total debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.",0.591836734693878,0.586466165413534
"DT.TDS.DPPF.XP.ZS","Debt service to exports (%)","Debt service, the sum of principal repayments and interest actually paid in currency, goods, or services, is expressed as a percentage of exports of goods and services--all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, net exports of goods under merchanting, nonmonetary gold, and services. This series differs from the standard debt to exports series in that it covers only long-term public and publicly guaranteed debt and repayments (repurchases and charges) to the IMF.",0.591836734693878,0.578947368421053
"DT.TDS.DPPG.GN.ZS","Public and publicly guaranteed debt service (% of GNI)","Public and publicly guaranteed debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity.",0.591836734693878,0.590225563909774
"DT.TDS.MLAT.PG.ZS","Multilateral debt service (% of public and publicly guaranteed debt service)","Multilateral debt service is the repayment of principal and interest to the World Bank, regional development banks, and other multilateral agencies. public and publicly guaranteed debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity.",0.591836734693878,0.503759398496241
"HF.DYN.CONM.ZS","Contraceptive prevalence, modern methods (% of females ages 15-49)","Percentage of women age 15-49 who are married or live in union and currently use a modern method of contraception. Modern methods are defined as female sterilization, male sterilization, the contraceptive pill, intrauterine contraceptive device (IUD), injectables, implants, female condom, male condom, diaphragm, contraceptive foam and contraceptive jelly, lactational amenorrhea method (LAM), emergency contraception, country-specific modern methods and other modern contraceptive methods respondent mentioned.",0.587412587412587,0.563451776649746
"HF.STA.ANV4.ZS.Q1","Pregnant women receiving prenatal care of at least four visits (% of pregnant women): Q1 (lowest)","Percentage of most recent births in last two years with at least 4 antenatal care visits (women age 15-49 at the time of the survey)",0.587412587412587,0.543147208121827
"HF.STA.ANV4.ZS.Q2","Pregnant women receiving prenatal care of at least four visits (% of pregnant women): Q2","Percentage of most recent births in last two years with at least 4 antenatal care visits (women age 15-49 at the time of the survey)",0.587412587412587,0.543147208121827
"HF.STA.ANV4.ZS.Q3","Pregnant women receiving prenatal care of at least four visits (% of pregnant women): Q3","Percentage of most recent births in last two years with at least 4 antenatal care visits (women age 15-49 at the time of the survey)",0.587412587412587,0.543147208121827
"HF.STA.ANV4.ZS.Q4","Pregnant women receiving prenatal care of at least four visits (% of pregnant women): Q4","Percentage of most recent births in last two years with at least 4 antenatal care visits (women age 15-49 at the time of the survey)",0.587412587412587,0.543147208121827
"HF.STA.ANV4.ZS.Q5","Pregnant women receiving prenatal care of at least four visits (% of pregnant women): Q5 (highest)","Percentage of most recent births in last two years with at least 4 antenatal care visits (women age 15-49 at the time of the survey)",0.587412587412587,0.543147208121827
"HF.STA.ORTH.ZS","Diarrhea treatment (% of children under 5 who received ORS)","Percentage of children under 5 with diarrhea in the 2 weeks before the survey who were given oral rehydration salts (ORS)",0.587412587412587,0.553299492385787
"UIS.GTVP.2.V","Share of all students in lower secondary education enrolled in vocational programmes (%)","Total number of students enrolled in vocational programmes at the lower secondary education level, expressed as a percentage of the total number of students enrolled in all programmes (vocational and general) at the lower secondary level. Vocational education is designed for learners to acquire the knowledge, skills and competencies specific to a particular occupation or trade or class of occupations or trades. Vocational education may have work-based components (e.g. apprenticeships). Successful completion of such programmes leads to labour-market relevant vocational qualifications acknowledged as occupationally-oriented by the relevant national authorities and/or the labour market.",0.585034013605442,0.588679245283019
"SH.MLR.INCD.P3","Incidence of malaria (per 1,000 population at risk)","Incidence of malaria is the number of new cases of malaria in a year per 1,000 population at risk.",0.585034013605442,0.515037593984962
"SH.STA.MALR","Malaria cases reported","Reported cases of malaria are the number of confirmed cases of malaria (confirmed by slide examination or RDT).",0.585034013605442,0.402255639097744
"SP.REG.DTHS.ZS","Completeness of death registration with cause-of-death information (%)","Completeness of death registration is the estimated percentage of deaths that are registered with their cause of death information in the vital registration system of a country.",0.585034013605442,0.567669172932331
"CM.MKT.TRNR","Stocks traded, turnover ratio of domestic shares (%)","Turnover ratio is the value of domestic shares traded divided by their market capitalization. The value is annualized by multiplying the monthly average by 12.",0.585034013605442,0.545112781954887
"DT.DOD.DSTC.XP.ZS","Short-term debt (% of exports of goods, services and primary income)","Short-term external debt is defined as debt that has an original maturity of one year or less. Available data permit no distinction between public and private nonguaranteed short-term debt.",0.585034013605442,0.571428571428571
"DT.TDS.DPPG.XP.ZS","Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","Public and publicly guaranteed debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term obligations of public debtors and long-term private obligations guaranteed by a public entity. Exports refer to exports of goods, services, and income.",0.585034013605442,0.575187969924812
"SE.SEC.TCAQ.UP.ZS","Trained teachers in upper secondary education (% of total teachers)","Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.585034013605442,0.593984962406015
"HF.IMM.MEAS.Q1","Immunization, measles (% of children ages 15-23 months): Q1 (lowest)","Percentage of children age 15-23 months who received measles or MMR vaccination, either verified by vaccination card or by recall of respondent",0.58041958041958,0.553299492385787
"HF.IMM.MEAS.Q2","Immunization, measles (% of children ages 15-23 months): Q2","Percentage of children age 15-23 months who received measles or MMR vaccination, either verified by vaccination card or by recall of respondent",0.58041958041958,0.553299492385787
"HF.IMM.MEAS.Q3","Immunization, measles (% of children ages 15-23 months): Q3","Percentage of children age 15-23 months who received measles or MMR vaccination, either verified by vaccination card or by recall of respondent",0.58041958041958,0.553299492385787
"HF.IMM.MEAS.Q4","Immunization, measles (% of children ages 15-23 months): Q4","Percentage of children age 15-23 months who received measles or MMR vaccination, either verified by vaccination card or by recall of respondent",0.58041958041958,0.553299492385787
"HF.IMM.MEAS.Q5","Immunization, measles (% of children ages 15-23 months): Q5 (highest)","Percentage of children age 15-23 months who received measles or MMR vaccination, either verified by vaccination card or by recall of respondent",0.58041958041958,0.553299492385787
"HF.STA.ARIC.ZS","Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)","Percentage of children under 5 with cough and rapid breathing in the two weeks preceding the survey (DHS, WHS) who had a consultation with a formal healthcare provider (excluding pharmacies and visits to â€œotherâ€ healthcare providers). MICS data points use sample of children under 5 with cough and rapid breathing in the 2 weeks preceding the survey which originated from the chest. The definition of formal healthcare providers varies by country and data source.",0.58041958041958,0.527918781725888
"SL.TLF.0714.ZS","Children in employment, total (% of children ages 7-14)","Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey.",0.578571428571429,0.418410041841004
"fin10a","Withdrew money from a financial institution account 2 or more times a month (% age 15+)","The percentage of respondents who report withdrawing money from their account two or more times per month.",0.578231292517007,0.471698113207547
"fin10a.s","Withdrew money from a financial institution account 2 or more times a month (% who had withdrawn money, age 15+)","Among respondents who withdrew money, the percentage who report doing so two or more times per month.",0.578231292517007,0.471698113207547
"fin22c.t.d","Borrowed from a savings club (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past year.",0.578231292517007,0.467924528301887
"fin22c.t.d.1","Borrowed from a savings club, female (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past year, female (% age 15+)",0.578231292517007,0.467924528301887
"fin22c.t.d.2","Borrowed from a savings club, male (% age 15+)","The percentage of respondents who report borrowing any money from an informal savings club in the past year, male (% age 15+)",0.578231292517007,0.467924528301887
"SH.HIV.KNOW.FE.ZS","Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)","Knowledge of HIV, female, is the percentage of female respondents who correctly identify the two major ways of preventing the sexual transmission of HIV (using condoms and limiting sex to one faithful, uninfected partner), who reject the two most common local misconceptions about HIV transmission, and who know that a healthy-looking person can have HIV.",0.578231292517007,0.445283018867925
"SN.ITK.SALT.ZS","Consumption of iodized salt (% of households)","Percentage of households which have salt they used for cooking that tested positive (>0ppm) for presence of iodine.",0.578231292517007,0.496240601503759
"DT.NFL.PCBO.CD","Commercial banks and other lending (PPG + PNG) (NFL, current US$)","Commercial bank and other lending includes net commercial bank lending (public and publicly guaranteed and private nonguaranteed) and other private credits. Data are in current U.S. dollars.",0.578231292517007,0.484962406015038
"IE.PPI.ENGY.CD","Investment in energy with private participation (current US$)","Investment in energy projects with private participation  refers to commitments to  infrastructure projects in energy (electricity and natural gas: generation, transmission and distribution) that have reached financial closure and directly or indirectly serve the public. Movable assets and small projects such as windmills are excluded. The types of projects included are management and lease contracts, operations and management contracts with major capital expenditure, greenfield projects (in which a private entity or a public-private joint venture builds and operates a new facility), and divestitures. Investment commitments are the sum of investments in facilities and investments in government assets. Investments in facilities are the resources the project company commits to invest during the contract period either in new facilities or in expansion and modernization of existing facilities. Investments in government assets are the resources the project company spends on acquiring government assets such as state-owned enterprises, rights to provide services in a specific area, or the use of specific radio spectrums. Data is presented based on investment year. Data are in current U.S. dollars.",0.578231292517007,0.503759398496241
"IS.RRS.PASG.KM","Railways, passengers carried (million passenger-km)","Passengers carried by railway are the number of passengers transported by rail multiplied by kilometers traveled.",0.578231292517007,0.507518796992481
"per_si_allsi.adq_pop_tot","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social insurance programs is measured by the total transfer amount received by the population participating in social insurance programs as a share of their total welfare. Welfare is defined as the total income or total expenditure of beneficiary households. Social insurance programs include old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",0.578231292517007,0.432330827067669
"per_si_allsi.ben_q1_tot","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","Benefit incidence of social insurance programs to poorest quintile shows the percentage of total social insurance benefits received by the poorest 20% of the population. Social insurance programs include old age contributory pensions (including survivors and disability) and social security and health insurance benefits (including occupational injury benefits, paid sick leave, maternity and other social insurance). Estimates include both direct and indirect beneficiaries.",0.578231292517007,0.432330827067669
"SE.SEC.TCAQ.LO.ZS","Trained teachers in lower secondary education (% of total teachers)","Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.578231292517007,0.593984962406015
"DT.DIS.BLAT.CB.CD","CB, bilateral (DIS, current US$)","Central bank bilateral debt includes Central bank debt with bilateral creditors. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",0.574712643678161,0.533333333333333
"DT.INT.BLAT.CB.CD","CB, bilateral (INT, current US$)","Central bank bilateral debt includes Central bank debt with bilateral creditors. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.574712643678161,0.518518518518518
"DT.NFL.BLAT.CB.CD","CB, bilateral (NFL, current US$)","Central bank bilateral debt includes Central bank debt with bilateral creditors. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",0.574712643678161,0.533333333333333
"DT.NTR.BLAT.CB.CD","CB, bilateral (NTR, current US$)","Central bank bilateral debt includes Central bank debt with bilateral creditors. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Net transfers on external debt are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",0.574712643678161,0.533333333333333
"DT.TDS.BLAT.CB.CD","CB, bilateral (TDS, current US$)","Central bank bilateral debt includes Central bank debt with bilateral creditors. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",0.574712643678161,0.533333333333333
"SG.GEN.TECH.ZS","Female professional and technical workers (% of total)","Female professional and technical workers refers to the share of professionals and technical workers who are female. Women's share of positions are defined according to the International Standard Classification of Occupations (ISCO-88) to include physical, mathematical and engineering science professionals (and associate professionals), life science and health professionals (and associate professionals), teaching professionals (and associate professionals) and other professionals and associate professionals.",0.571428571428571,0.373584905660377
"UIS.GTVP.2.V.F","Percentage of female students in lower secondary education enrolled in vocational programmes, female (%)","Total number of female students enrolled in vocational programmes at the lower secondary education level, expressed as a percentage of the total number of female students enrolled in all programmes (vocational and general) at the lower secondary level. Vocational education is designed for learners to acquire the knowledge, skills and competencies specific to a particular occupation or trade or class of occupations or trades. Vocational education may have work-based components (e.g. apprenticeships). Successful completion of such programmes leads to labour-market relevant vocational qualifications acknowledged as occupationally-oriented by the relevant national authorities and/or the labour market.",0.571428571428571,0.581132075471698
"UIS.GTVP.2.V.M","Percentage of male students in lower secondary education enrolled in vocational programmes, male (%)","Total number of male students enrolled in vocational programmes at the lower secondary education level, expressed as a percentage of the total number of male students enrolled in all programmes (vocational and general) at the lower secondary level. Vocational education is designed for learners to acquire the knowledge, skills and competencies specific to a particular occupation or trade or class of occupations or trades. Vocational education may have work-based components (e.g. apprenticeships). Successful completion of such programmes leads to labour-market relevant vocational qualifications acknowledged as occupationally-oriented by the relevant national authorities and/or the labour market.",0.571428571428571,0.581132075471698
"DT.ODA.ODAT.XP.ZS","Net ODA received (% of central government expense)","Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).",0.571428571428571,0.458646616541353
"IE.PPN.ENGY.CD","Public private partnerships investment in energy (current US$)","Public Private Partnerships in energy (current US$)  refers to commitments to  infrastructure projects in energy (electricity and natural gas transmission and distribution) that have reached financial closure and directly or indirectly serve the public. Movable assets and small projects such as windmills are excluded. The types of projects included are  management and lease contracts, operations and management contracts with major capital expenditure, and greenfield projects (in which a private entity or a public-private joint venture builds and operates a new facility). It excludes divestitures and merchant projects. Investment commitments are the sum of investments in facilities and investments in government assets. Investments in facilities are the resources the project company commits to invest during the contract period either in new facilities or in expansion and modernization of existing facilities. Investments in government assets are the resources the project company spends on acquiring government assets such as state-owned enterprises, rights to provide services in a specific area, or the use of specific radio spectrums. Data is presented based on investment year. Data are in current U.S. dollars.",0.571428571428571,0.492481203007519
"NE.GDI.FPRV.CN","Gross fixed capital formation, private sector (current LCU)","Private investment covers gross outlays by the private sector (including private nonprofit agencies) on additions to its fixed domestic assets.",0.571428571428571,0.428571428571429
"NE.GDI.FPRV.ZS","Gross fixed capital formation, private sector (% of GDP)","Private investment covers gross outlays by the private sector (including private nonprofit agencies) on additions to its fixed domestic assets.",0.571428571428571,0.5
"per_sa_allsa.cov_pop_tot","Coverage of social safety net programs (% of population)","Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",0.571428571428571,0.428571428571429
"per_sa_allsa.cov_q1_tot","Coverage of social safety net programs in poorest quintile (% of population)","Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",0.571428571428571,0.428571428571429
"per_sa_allsa.cov_q2_tot","Coverage of social safety net programs in 2nd quintile (% of population)","Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",0.571428571428571,0.428571428571429
"per_sa_allsa.cov_q3_tot","Coverage of social safety net programs in 3rd quintile (% of population)","Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",0.571428571428571,0.428571428571429
"per_sa_allsa.cov_q4_tot","Coverage of social safety net programs in 4th quintile (% of population)","Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",0.571428571428571,0.428571428571429
"per_sa_allsa.cov_q5_tot","Coverage of social safety net programs in richest quintile (% of population)","Coverage of social safety net programs shows the percentage of population participating in cash transfers and last resort programs, noncontributory social pensions, other cash transfers programs (child, family and orphan allowances, birth and death grants, disability benefits, and other allowances), conditional cash transfers, in-kind food transfers (food stamps and vouchers, food rations, supplementary feeding, and emergency food distribution), school feeding, other social assistance programs (housing allowances, scholarships, fee waivers, health subsidies, and other social assistance) and public works programs (cash for work and food for work). Estimates include both direct and indirect beneficiaries.",0.571428571428571,0.428571428571429
"HF.DYN.CONM.ZS.Q1","Contraceptive prevalence, modern methods (% of females ages 15-49): Q1 (lowest)","Percentage of women age 15-49 who are married or live in union and currently use a modern method of contraception. Modern methods are defined as female sterilization, male sterilization, the contraceptive pill, intrauterine contraceptive device (IUD), injectables, implants, female condom, male condom, diaphragm, contraceptive foam and contraceptive jelly, lactational amenorrhea method (LAM), emergency contraception, country-specific modern methods and other modern contraceptive methods respondent mentioned.",0.566433566433566,0.548223350253807
"HF.DYN.CONM.ZS.Q2","Contraceptive prevalence, modern methods (% of females ages 15-49): Q2","Percentage of women age 15-49 who are married or live in union and currently use a modern method of contraception. Modern methods are defined as female sterilization, male sterilization, the contraceptive pill, intrauterine contraceptive device (IUD), injectables, implants, female condom, male condom, diaphragm, contraceptive foam and contraceptive jelly, lactational amenorrhea method (LAM), emergency contraception, country-specific modern methods and other modern contraceptive methods respondent mentioned.",0.566433566433566,0.548223350253807
"HF.DYN.CONM.ZS.Q3","Contraceptive prevalence, modern methods (% of females ages 15-49): Q3","Percentage of women age 15-49 who are married or live in union and currently use a modern method of contraception. Modern methods are defined as female sterilization, male sterilization, the contraceptive pill, intrauterine contraceptive device (IUD), injectables, implants, female condom, male condom, diaphragm, contraceptive foam and contraceptive jelly, lactational amenorrhea method (LAM), emergency contraception, country-specific modern methods and other modern contraceptive methods respondent mentioned.",0.566433566433566,0.548223350253807
"HF.DYN.CONM.ZS.Q4","Contraceptive prevalence, modern methods (% of females ages 15-49): Q4","Percentage of women age 15-49 who are married or live in union and currently use a modern method of contraception. Modern methods are defined as female sterilization, male sterilization, the contraceptive pill, intrauterine contraceptive device (IUD), injectables, implants, female condom, male condom, diaphragm, contraceptive foam and contraceptive jelly, lactational amenorrhea method (LAM), emergency contraception, country-specific modern methods and other modern contraceptive methods respondent mentioned.",0.566433566433566,0.548223350253807
"HF.DYN.CONM.ZS.Q5","Contraceptive prevalence, modern methods (% of females ages 15-49): Q5 (highest)","Percentage of women age 15-49 who are married or live in union and currently use a modern method of contraception. Modern methods are defined as female sterilization, male sterilization, the contraceptive pill, intrauterine contraceptive device (IUD), injectables, implants, female condom, male condom, diaphragm, contraceptive foam and contraceptive jelly, lactational amenorrhea method (LAM), emergency contraception, country-specific modern methods and other modern contraceptive methods respondent mentioned.",0.566433566433566,0.548223350253807
"SH.HIV.0014","Children (0-14) living with HIV","Children living with HIV refers to the number of children ages 0-14 who are infected with HIV.",0.564625850340136,0.387218045112782
"SE.SEC.TCAQ.LO.FE.ZS","Trained teachers in lower secondary education, female (% of female teachers)","Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.564625850340136,0.578947368421053
"SE.SEC.TCAQ.LO.MA.ZS","Trained teachers in lower secondary education, male (% of male teachers)","Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.564625850340136,0.578947368421053
"DT.AMT.BLAT.CB.CD","CB, bilateral (AMT, current US$)","Central bank bilateral debt includes Central bank debt with bilateral creditors. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country�s international reserves.Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",0.563218390804598,0.525925925925926
"DT.DOD.PROP.PRVG.CD","PRVG, other private creditors (DOD, current US$)","Private sector guaranteed by public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars.",0.563218390804598,0.518518518518518
"HF.IMM.FULL.Q1","Immunization, full (% of children ages 15-23 months): Q1 (lowest)","Percentage of children age 15-23 months who received Bacillus Calmette-Guerin (BCG), measles/Measles-Mumps-Rubella (MMR), 3 doses of polio (excluding polio given at birth) and 3 doses of diphtheria-pertussis-tetanus (DPT)/Pentavalent vaccinations, either verified by vaccination card or by recall of respondent",0.559440559440559,0.538071065989848
"HF.IMM.FULL.Q2","Immunization, full (% of children ages 15-23 months): Q2","Percentage of children age 15-23 months who received Bacillus Calmette-Guerin (BCG), measles/Measles-Mumps-Rubella (MMR), 3 doses of polio (excluding polio given at birth) and 3 doses of diphtheria-pertussis-tetanus (DPT)/Pentavalent vaccinations, either verified by vaccination card or by recall of respondent",0.559440559440559,0.538071065989848
"HF.IMM.FULL.Q3","Immunization, full (% of children ages 15-23 months): Q3","Percentage of children age 15-23 months who received Bacillus Calmette-Guerin (BCG), measles/Measles-Mumps-Rubella (MMR), 3 doses of polio (excluding polio given at birth) and 3 doses of diphtheria-pertussis-tetanus (DPT)/Pentavalent vaccinations, either verified by vaccination card or by recall of respondent",0.559440559440559,0.538071065989848
"HF.IMM.FULL.Q4","Immunization, full (% of children ages 15-23 months): Q4","Percentage of children age 15-23 months who received Bacillus Calmette-Guerin (BCG), measles/Measles-Mumps-Rubella (MMR), 3 doses of polio (excluding polio given at birth) and 3 doses of diphtheria-pertussis-tetanus (DPT)/Pentavalent vaccinations, either verified by vaccination card or by recall of respondent",0.559440559440559,0.538071065989848
